id,gender,single/marries,age,age_group,Area_code,Area_name,Market_code,Market,Sub_market_code,Sub_market,Social_type_code,Social_type,SocioEconomic_code,SocioEconomic_type
467,Male    ,Single,78,75-84      ,4,Dan-Petah Tikva,2,Orthodox,0,None,2,Orthodox     ,1,Low
468,Male    ,Married,81,75-84      ,4,Dan-Petah Tikva,9,General,1,General - General,9,General,2,Medium
469,Female   ,Married,73,65-74      ,4,Dan-Petah Tikva,2,Orthodox,0,None,2,Orthodox     ,1,Low
470,Female   ,Single,79,75-84      ,4,Dan-Petah Tikva,9,General,1,General - General,9,General,2,Medium
471,Male    ,Married,78,75-84      ,4,Dan-Petah Tikva,9,General,1,General - General,9,General,2,Medium
472,Male    ,Married,62,55-64      ,4,Dan-Petah Tikva,9,General,1,General - General,9,General,3,High
473,Male    ,Single,93,85+        ,4,Dan-Petah Tikva,9,General,1,General - General,9,General,2,Medium
474,Female   ,Married,61,55-64      ,4,Dan-Petah Tikva,9,General,1,General - General,9,General,2,Medium
475,Male    ,Single,67,65-74      ,4,Dan-Petah Tikva,9,General,1,General - General,9,General,3,High
476,Female   ,Married,59,55-64      ,4,Dan-Petah Tikva,9,General,1,General - General,9,General,2,Medium
477,Female   ,Married,70,65-74      ,4,Dan-Petah Tikva,9,General,2,General- Religious,9,General,1,Low
478,Female   ,Married,66,65-74      ,4,Dan-Petah Tikva,9,General,1,General - General,9,General,2,Medium
479,Female   ,Married,75,75-84      ,4,Dan-Petah Tikva,9,General,2,General- Religious,9,General,1,Low
480,Female   ,Married,66,65-74      ,4,Dan-Petah Tikva,9,General,1,General - General,9,General,2,Medium
481,Female   ,Single,79,75-84      ,4,Dan-Petah Tikva,9,General,1,General - General,9,General,2,Medium
482,Female   ,Single,76,75-84      ,4,Dan-Petah Tikva,9,General,1,General - General,9,General,3,High
483,Female   ,Married,57,55-64      ,4,Dan-Petah Tikva,9,General,1,General - General,9,General,2,Medium
484,Female   ,Married,57,55-64      ,4,Dan-Petah Tikva,2,Orthodox,0,None,2,Orthodox     ,1,Low
485,Female   ,Married,79,75-84      ,4,Dan-Petah Tikva,9,General,1,General - General,9,General,2,Medium
486,Male    ,Single,74,65-74      ,4,Dan-Petah Tikva,9,General,1,General - General,9,General,3,High
487,Male    ,Married,57,55-64      ,4,Dan-Petah Tikva,9,General,1,General - General,9,General,2,Medium
488,Male    ,Married,71,65-74      ,4,Dan-Petah Tikva,9,General,1,General - General,9,General,2,Medium
489,Male    ,Married,59,55-64      ,4,Dan-Petah Tikva,2,Orthodox,0,None,2,Orthodox     ,1,Low
490,Female   ,Single,83,75-84      ,4,Dan-Petah Tikva,9,General,1,General - General,9,General,2,Medium
491,Female   ,Married,75,75-84      ,4,Dan-Petah Tikva,9,General,1,General - General,9,General,2,Medium
492,Female   ,Married,60,55-64      ,4,Dan-Petah Tikva,9,General,1,General - General,9,General,3,High
493,Male    ,Married,57,55-64      ,4,Dan-Petah Tikva,9,General,1,General - General,9,General,2,Medium
494,Female   ,Married,72,65-74      ,4,Dan-Petah Tikva,9,General,1,General - General,9,General,2,Medium
495,Female   ,Married,57,55-64      ,4,Dan-Petah Tikva,9,General,1,General - General,9,General,2,Medium
496,Female   ,Single,82,75-84      ,4,Dan-Petah Tikva,9,General,1,General - General,9,General,2,Medium
497,Female   ,Married,57,55-64      ,4,Dan-Petah Tikva,9,General,1,General - General,9,General,2,Medium
498,Male    ,Married,65,65-74      ,4,Dan-Petah Tikva,9,General,1,General - General,9,General,3,High
499,Female   ,Married,61,55-64      ,4,Dan-Petah Tikva,9,General,1,General - General,9,General,3,High
500,Male    ,Married,61,55-64      ,4,Dan-Petah Tikva,9,General,1,General - General,9,General,2,Medium
501,Male    ,Single,58,55-64      ,4,Dan-Petah Tikva,9,General,1,General - General,9,General,1,Low
502,Male    ,Married,75,75-84      ,4,Dan-Petah Tikva,9,General,1,General - General,9,General,3,High
503,Female   ,Single,68,65-74      ,4,Dan-Petah Tikva,9,General,1,General - General,9,General,3,High
504,Female   ,Single,83,75-84      ,4,Dan-Petah Tikva,9,General,1,General - General,9,General,2,Medium
505,Female   ,Married,70,65-74      ,4,Dan-Petah Tikva,9,General,1,General - General,9,General,3,High
506,Male    ,Married,73,65-74      ,4,Dan-Petah Tikva,9,General,1,General - General,9,General,3,High
507,Female   ,Single,63,55-64      ,4,Dan-Petah Tikva,9,General,1,General - General,9,General,2,Medium
508,Female   ,Married,60,55-64      ,4,Dan-Petah Tikva,9,General,1,General - General,9,General,1,Low
509,Female   ,Married,57,55-64      ,4,Dan-Petah Tikva,9,General,1,General - General,9,General,3,High
510,Male    ,Single,63,55-64      ,4,Dan-Petah Tikva,9,General,1,General - General,9,General,3,High
511,Female   ,Single,72,65-74      ,4,Dan-Petah Tikva,2,Orthodox,0,None,2,Orthodox     ,1,Low
512,Female   ,Married,64,55-64      ,4,Dan-Petah Tikva,9,General,1,General - General,9,General,2,Medium
513,Female   ,Single,84,75-84      ,4,Dan-Petah Tikva,9,General,1,General - General,9,General,3,High
514,Male    ,Married,70,65-74      ,4,Dan-Petah Tikva,9,General,1,General - General,9,General,2,Medium
515,Female   ,Single,75,75-84      ,4,Dan-Petah Tikva,9,General,1,General - General,9,General,2,Medium
516,Male    ,Married,74,65-74      ,4,Dan-Petah Tikva,2,Orthodox,0,None,2,Orthodox     ,1,Low
517,Female   ,Single,77,75-84      ,4,Dan-Petah Tikva,2,Orthodox,0,None,2,Orthodox     ,1,Low
518,Male    ,Married,63,55-64      ,4,Dan-Petah Tikva,9,General,1,General - General,9,General,3,High
519,Male    ,Married,60,55-64      ,4,Dan-Petah Tikva,2,Orthodox,0,None,2,Orthodox     ,1,Low
520,Female   ,Married,71,65-74      ,4,Dan-Petah Tikva,9,General,1,General - General,9,General,2,Medium
521,Female   ,Married,80,75-84      ,4,Dan-Petah Tikva,9,General,1,General - General,9,General,3,High
522,Female   ,Single,64,55-64      ,4,Dan-Petah Tikva,9,General,1,General - General,9,General,3,High
523,Female   ,Married,64,55-64      ,4,Dan-Petah Tikva,9,General,1,General - General,9,General,1,Low
524,Female   ,Married,63,55-64      ,4,Dan-Petah Tikva,9,General,2,General- Religious,9,General,2,Medium
525,Female   ,Single,89,85+        ,4,Dan-Petah Tikva,9,General,1,General - General,9,General,2,Medium
526,Female   ,Married,57,55-64      ,4,Dan-Petah Tikva,9,General,1,General - General,9,General,1,Low
527,Male    ,Married,77,75-84      ,4,Dan-Petah Tikva,9,General,1,General - General,9,General,3,High
528,Female   ,Married,64,55-64      ,4,Dan-Petah Tikva,9,General,2,General- Religious,9,General,1,Low
529,Male    ,Married,74,65-74      ,4,Dan-Petah Tikva,9,General,1,General - General,9,General,2,Medium
530,Male    ,Married,60,55-64      ,4,Dan-Petah Tikva,9,General,1,General - General,9,General,2,Medium
531,Male    ,Married,57,55-64      ,4,Dan-Petah Tikva,9,General,1,General - General,9,General,3,High
532,Female   ,Married,75,75-84      ,4,Dan-Petah Tikva,9,General,1,General - General,9,General,3,High
533,Male    ,Married,61,55-64      ,4,Dan-Petah Tikva,2,Orthodox,0,None,2,Orthodox     ,1,Low
534,Female   ,Married,66,65-74      ,4,Dan-Petah Tikva,9,General,1,General - General,9,General,2,Medium
535,Male    ,Married,72,65-74      ,4,Dan-Petah Tikva,9,General,1,General - General,9,General,2,Medium
536,Male    ,Single,71,65-74      ,4,Dan-Petah Tikva,9,General,1,General - General,9,General,2,Medium
537,Male    ,Married,62,55-64      ,4,Dan-Petah Tikva,9,General,1,General - General,9,General,2,Medium
538,Male    ,Married,70,65-74      ,4,Dan-Petah Tikva,9,General,1,General - General,9,General,3,High
539,Male    ,Single,90,85+        ,4,Dan-Petah Tikva,9,General,2,General- Religious,9,General,2,Medium
540,Female   ,Single,79,75-84      ,4,Dan-Petah Tikva,9,General,1,General - General,9,General,3,High
541,Female   ,Married,61,55-64      ,4,Dan-Petah Tikva,9,General,1,General - General,9,General,3,High
542,Male    ,Married,63,55-64      ,4,Dan-Petah Tikva,9,General,1,General - General,9,General,3,High
543,Male    ,Married,66,65-74      ,4,Dan-Petah Tikva,9,General,1,General - General,9,General,2,Medium
544,Female   ,Married,68,65-74      ,4,Dan-Petah Tikva,2,Orthodox,0,None,2,Orthodox     ,1,Low
545,Male    ,Married,58,55-64      ,4,Dan-Petah Tikva,9,General,2,General- Religious,9,General,2,Medium
546,Male    ,Single,63,55-64      ,4,Dan-Petah Tikva,9,General,1,General - General,9,General,2,Medium
547,Female   ,Married,68,65-74      ,4,Dan-Petah Tikva,9,General,1,General - General,9,General,3,High
548,Male    ,Single,61,55-64      ,4,Dan-Petah Tikva,9,General,1,General - General,9,General,2,Medium
549,Female   ,Married,70,65-74      ,4,Dan-Petah Tikva,9,General,1,General - General,9,General,3,High
550,Female   ,Single,94,85+        ,4,Dan-Petah Tikva,9,General,1,General - General,9,General,2,Medium
551,Male    ,Married,72,65-74      ,4,Dan-Petah Tikva,9,General,1,General - General,9,General,3,High
552,Female   ,Single,79,75-84      ,4,Dan-Petah Tikva,9,General,1,General - General,9,General,3,High
553,Female   ,Single,89,85+        ,4,Dan-Petah Tikva,9,General,1,General - General,9,General,3,High
554,Female   ,Married,62,55-64      ,4,Dan-Petah Tikva,9,General,1,General - General,9,General,3,High
555,Male    ,Married,70,65-74      ,4,Dan-Petah Tikva,9,General,1,General - General,9,General,2,Medium
556,Male    ,Married,58,55-64      ,4,Dan-Petah Tikva,9,General,1,General - General,9,General,1,Low
557,Male    ,Married,67,65-74      ,4,Dan-Petah Tikva,2,Orthodox,0,None,2,Orthodox     ,1,Low
558,Male    ,Married,85,85+        ,4,Dan-Petah Tikva,9,General,1,General - General,9,General,3,High
559,Female   ,Married,58,55-64      ,4,Dan-Petah Tikva,9,General,1,General - General,9,General,3,High
560,Female   ,Married,60,55-64      ,4,Dan-Petah Tikva,9,General,1,General - General,9,General,3,High
561,Female   ,Married,61,55-64      ,4,Dan-Petah Tikva,9,General,1,General - General,9,General,3,High
562,Female   ,Single,88,85+        ,4,Dan-Petah Tikva,9,General,1,General - General,9,General,3,High
563,Female   ,Married,59,55-64      ,4,Dan-Petah Tikva,9,General,1,General - General,9,General,3,High
564,Male    ,Single,77,75-84      ,4,Dan-Petah Tikva,9,General,1,General - General,9,General,2,Medium
565,Male    ,Married,63,55-64      ,4,Dan-Petah Tikva,9,General,1,General - General,9,General,2,Medium
566,Female   ,Single,73,65-74      ,4,Dan-Petah Tikva,9,General,2,General- Religious,9,General,2,Medium
567,Female   ,Married,77,75-84      ,4,Dan-Petah Tikva,9,General,1,General - General,9,General,3,High
568,Female   ,Married,60,55-64      ,4,Dan-Petah Tikva,9,General,1,General - General,9,General,3,High
569,Male    ,Married,61,55-64      ,4,Dan-Petah Tikva,9,General,1,General - General,9,General,2,Medium
570,Female   ,Married,78,75-84      ,4,Dan-Petah Tikva,9,General,1,General - General,9,General,2,Medium
571,Male    ,Married,62,55-64      ,4,Dan-Petah Tikva,9,General,1,General - General,9,General,3,High
572,Female   ,Married,59,55-64      ,4,Dan-Petah Tikva,9,General,1,General - General,9,General,3,High
573,Male    ,Married,61,55-64      ,4,Dan-Petah Tikva,9,General,2,General- Religious,9,General,2,Medium
574,Female   ,Married,59,55-64      ,4,Dan-Petah Tikva,9,General,1,General - General,9,General,2,Medium
575,Male    ,Married,82,75-84      ,4,Dan-Petah Tikva,9,General,1,General - General,9,General,3,High
576,Male    ,Married,75,75-84      ,4,Dan-Petah Tikva,9,General,1,General - General,9,General,3,High
577,Female   ,Single,80,75-84      ,4,Dan-Petah Tikva,2,Orthodox,0,None,2,Orthodox     ,1,Low
578,Female   ,Married,66,65-74      ,4,Dan-Petah Tikva,9,General,1,General - General,9,General,1,Low
579,Male    ,Married,61,55-64      ,4,Dan-Petah Tikva,9,General,1,General - General,9,General,2,Medium
580,Female   ,Single,74,65-74      ,4,Dan-Petah Tikva,9,General,1,General - General,9,General,3,High
581,Female   ,Single,81,75-84      ,4,Dan-Petah Tikva,9,General,1,General - General,9,General,3,High
582,Female   ,Single,73,65-74      ,4,Dan-Petah Tikva,9,General,2,General- Religious,9,General,1,Low
583,Female   ,Single,82,75-84      ,4,Dan-Petah Tikva,9,General,2,General- Religious,9,General,1,Low
584,Male    ,Married,81,75-84      ,4,Dan-Petah Tikva,2,Orthodox,0,None,2,Orthodox     ,1,Low
585,Male    ,Single,73,65-74      ,4,Dan-Petah Tikva,9,General,1,General - General,9,General,3,High
586,Female   ,Married,60,55-64      ,4,Dan-Petah Tikva,9,General,1,General - General,9,General,2,Medium
587,Female   ,Married,76,75-84      ,4,Dan-Petah Tikva,9,General,1,General - General,9,General,3,High
588,Male    ,Married,71,65-74      ,4,Dan-Petah Tikva,9,General,1,General - General,9,General,2,Medium
589,Male    ,Married,93,85+        ,4,Dan-Petah Tikva,9,General,1,General - General,9,General,3,High
590,Female   ,Single,94,85+        ,4,Dan-Petah Tikva,9,General,1,General - General,9,General,3,High
591,Female   ,Married,73,65-74      ,4,Dan-Petah Tikva,9,General,1,General - General,9,General,1,Low
592,Female   ,Married,59,55-64      ,4,Dan-Petah Tikva,2,Orthodox,0,None,2,Orthodox     ,1,Low
593,Female   ,Married,63,55-64      ,4,Dan-Petah Tikva,9,General,1,General - General,9,General,2,Medium
594,Female   ,Married,64,55-64      ,4,Dan-Petah Tikva,9,General,1,General - General,9,General,2,Medium
595,Female   ,Married,59,55-64      ,4,Dan-Petah Tikva,2,Orthodox,0,None,2,Orthodox     ,1,Low
596,Male    ,Married,57,55-64      ,4,Dan-Petah Tikva,9,General,1,General - General,9,General,2,Medium
597,Male    ,Married,51,45-54      ,4,Dan-Petah Tikva,9,General,1,General - General,9,General,1,Low
598,Female   ,Single,51,45-54      ,4,Dan-Petah Tikva,9,General,1,General - General,9,General,1,Low
599,Male    ,Married,60,55-64      ,4,Dan-Petah Tikva,2,Orthodox,0,None,2,Orthodox     ,1,Low
600,Male    ,Single,47,45-54      ,4,Dan-Petah Tikva,9,General,1,General - General,9,General,2,Medium
601,Female   ,Married,59,55-64      ,4,Dan-Petah Tikva,9,General,1,General - General,9,General,3,High
602,Female   ,Married,58,55-64      ,4,Dan-Petah Tikva,9,General,1,General - General,9,General,2,Medium
603,Male    ,Married,55,55-64      ,4,Dan-Petah Tikva,9,General,1,General - General,9,General,2,Medium
604,Female   ,Married,68,65-74      ,4,Dan-Petah Tikva,9,General,1,General - General,9,General,2,Medium
605,Male    ,Married,51,45-54      ,4,Dan-Petah Tikva,9,General,1,General - General,9,General,3,High
606,Female   ,Married,53,45-54      ,4,Dan-Petah Tikva,9,General,1,General - General,9,General,2,Medium
607,Female   ,Married,49,45-54      ,4,Dan-Petah Tikva,2,Orthodox,0,None,2,Orthodox     ,2,Medium
608,Male    ,Married,84,75-84      ,4,Dan-Petah Tikva,9,General,1,General - General,9,General,2,Medium
609,Female   ,Married,79,75-84      ,4,Dan-Petah Tikva,9,General,1,General - General,9,General,2,Medium
610,Male    ,Married,83,75-84      ,4,Dan-Petah Tikva,9,General,1,General - General,9,General,3,High
611,Male    ,Married,64,55-64      ,4,Dan-Petah Tikva,9,General,1,General - General,9,General,3,High
612,Male    ,Married,54,45-54      ,4,Dan-Petah Tikva,9,General,1,General - General,9,General,3,High
613,Female   ,Single,84,75-84      ,4,Dan-Petah Tikva,9,General,1,General - General,9,General,2,Medium
614,Male    ,Single,59,55-64      ,4,Dan-Petah Tikva,9,General,1,General - General,9,General,3,High
615,Female   ,Married,61,55-64      ,4,Dan-Petah Tikva,9,General,2,General- Religious,9,General,1,Low
616,Male    ,Married,70,65-74      ,4,Dan-Petah Tikva,9,General,1,General - General,9,General,3,High
617,Female   ,Married,57,55-64      ,4,Dan-Petah Tikva,1,Arab,2,Arab - Other,1,Arab,1,Low
618,Male    ,Married,88,85+        ,4,Dan-Petah Tikva,2,Orthodox,0,None,2,Orthodox     ,1,Low
619,Female   ,Single,77,75-84      ,4,Dan-Petah Tikva,9,General,1,General - General,9,General,3,High
620,Female   ,Married,56,55-64      ,4,Dan-Petah Tikva,9,General,1,General - General,9,General,1,Low
621,Female   ,Single,50,45-54      ,4,Dan-Petah Tikva,9,General,1,General - General,9,General,3,High
622,Female   ,Married,64,55-64      ,4,Dan-Petah Tikva,9,General,1,General - General,9,General,1,Low
623,Male    ,Married,46,45-54      ,4,Dan-Petah Tikva,9,General,1,General - General,9,General,2,Medium
624,Female   ,Single,83,75-84      ,4,Dan-Petah Tikva,9,General,1,General - General,9,General,2,Medium
625,Male    ,Married,58,55-64      ,4,Dan-Petah Tikva,9,General,1,General - General,9,General,3,High
626,Female   ,Married,70,65-74      ,4,Dan-Petah Tikva,9,General,1,General - General,9,General,3,High
627,Female   ,Single,65,65-74      ,4,Dan-Petah Tikva,9,General,1,General - General,9,General,1,Low
628,Female   ,Married,66,65-74      ,5,Haifa,9,General,1,General - General,9,General,1,Low
629,Male    ,Married,68,65-74      ,5,Haifa,9,General,1,General - General,9,General,2,Medium
630,Male    ,Married,56,55-64      ,5,Haifa,9,General,1,General - General,9,General,2,Medium
631,Female   ,Single,71,65-74      ,5,Haifa,9,General,1,General - General,9,General,3,High
632,Female   ,Single,76,75-84      ,5,Haifa,9,General,1,General - General,9,General,2,Medium
633,Female   ,Married,61,55-64      ,5,Haifa,9,General,1,General - General,9,General,2,Medium
634,Female   ,Single,78,75-84      ,5,Haifa,9,General,1,General - General,9,General,1,Low
635,Female   ,Married,63,55-64      ,5,Haifa,9,General,1,General - General,9,General,3,High
636,Female   ,Married,77,75-84      ,5,Haifa,9,General,1,General - General,9,General,2,Medium
637,Male    ,Married,80,75-84      ,5,Haifa,9,General,1,General - General,9,General,2,Medium
638,Male    ,Married,82,75-84      ,5,Haifa,9,General,1,General - General,9,General,3,High
639,Female   ,Married,65,65-74      ,5,Haifa,9,General,1,General - General,9,General,2,Medium
640,Male    ,Married,81,75-84      ,5,Haifa,9,General,1,General - General,9,General,3,High
641,Male    ,Single,77,75-84      ,5,Haifa,9,General,1,General - General,9,General,2,Medium
642,Female   ,Single,57,55-64      ,5,Haifa,9,General,1,General - General,9,General,3,High
643,Male    ,Single,86,85+        ,5,Haifa,9,General,1,General - General,9,General,3,High
644,Male    ,Married,81,75-84      ,5,Haifa,9,General,1,General - General,9,General,2,Medium
645,Male    ,Married,86,85+        ,5,Haifa,9,General,1,General - General,9,General,3,High
646,Male    ,Married,75,75-84      ,5,Haifa,9,General,1,General - General,9,General,2,Medium
647,Male    ,Married,76,75-84      ,5,Haifa,9,General,1,General - General,9,General,2,Medium
648,Female   ,Married,61,55-64      ,5,Haifa,9,General,1,General - General,9,General,2,Medium
649,Female   ,Married,59,55-64      ,5,Haifa,9,General,1,General - General,9,General,2,Medium
650,Male    ,Married,84,75-84      ,5,Haifa,9,General,1,General - General,9,General,2,Medium
651,Female   ,Single,78,75-84      ,5,Haifa,9,General,1,General - General,9,General,3,High
652,Female   ,Married,61,55-64      ,5,Haifa,9,General,1,General - General,9,General,2,Medium
653,Male    ,Married,65,65-74      ,5,Haifa,9,General,2,General- Religious,9,General,2,Medium
654,Female   ,Married,80,75-84      ,5,Haifa,9,General,1,General - General,9,General,2,Medium
655,Male    ,Married,77,75-84      ,5,Haifa,9,General,1,General - General,9,General,2,Medium
656,Female   ,Married,79,75-84      ,5,Haifa,9,General,1,General - General,9,General,2,Medium
657,Female   ,Married,81,75-84      ,5,Haifa,9,General,1,General - General,9,General,2,Medium
658,Male    ,Married,73,65-74      ,5,Haifa,9,General,1,General - General,9,General,1,Low
659,Female   ,Married,76,75-84      ,5,Haifa,9,General,1,General - General,9,General,2,Medium
660,Male    ,Married,75,75-84      ,5,Haifa,9,General,1,General - General,9,General,3,High
661,Male    ,Married,62,55-64      ,5,Haifa,9,General,1,General - General,9,General,2,Medium
662,Female   ,Married,62,55-64      ,5,Haifa,9,General,1,General - General,9,General,3,High
663,Female   ,Married,78,75-84      ,5,Haifa,9,General,1,General - General,9,General,2,Medium
664,Female   ,Married,65,65-74      ,5,Haifa,9,General,1,General - General,9,General,3,High
665,Female   ,Married,67,65-74      ,5,Haifa,9,General,1,General - General,9,General,3,High
666,Male    ,Married,69,65-74      ,5,Haifa,9,General,1,General - General,9,General,3,High
667,Female   ,Single,81,75-84      ,5,Haifa,9,General,1,General - General,9,General,3,High
668,Female   ,Single,81,75-84      ,5,Haifa,9,General,1,General - General,9,General,1,Low
669,Male    ,Married,60,55-64      ,5,Haifa,9,General,1,General - General,9,General,3,High
670,Male    ,Married,70,65-74      ,5,Haifa,9,General,1,General - General,9,General,3,High
671,Male    ,Married,66,65-74      ,5,Haifa,9,General,1,General - General,9,General,3,High
672,Male    ,Married,71,65-74      ,5,Haifa,9,General,1,General - General,9,General,3,High
673,Female   ,Single,81,75-84      ,5,Haifa,9,General,1,General - General,9,General,2,Medium
674,Female   ,Single,92,85+        ,5,Haifa,9,General,2,General- Religious,9,General,1,Low
675,Male    ,Married,63,55-64      ,5,Haifa,9,General,1,General - General,9,General,3,High
676,Female   ,Single,62,55-64      ,5,Haifa,9,General,1,General - General,9,General,3,High
677,Male    ,Married,60,55-64      ,5,Haifa,9,General,1,General - General,9,General,2,Medium
678,Male    ,Married,60,55-64      ,5,Haifa,9,General,1,General - General,9,General,2,Medium
679,Male    ,Married,63,55-64      ,5,Haifa,9,General,1,General - General,9,General,3,High
680,Male    ,Married,59,55-64      ,5,Haifa,9,General,1,General - General,9,General,2,Medium
681,Male    ,Married,65,65-74      ,5,Haifa,9,General,1,General - General,9,General,1,Low
682,Female   ,Married,65,65-74      ,5,Haifa,9,General,1,General - General,9,General,1,Low
683,Female   ,Married,61,55-64      ,5,Haifa,9,General,1,General - General,9,General,3,High
684,Female   ,Single,78,75-84      ,5,Haifa,9,General,1,General - General,9,General,1,Low
685,Male    ,Married,60,55-64      ,5,Haifa,9,General,1,General - General,9,General,2,Medium
686,Female   ,Single,71,65-74      ,5,Haifa,9,General,1,General - General,9,General,2,Medium
687,Male    ,Married,61,55-64      ,5,Haifa,9,General,2,General- Religious,9,General,1,Low
688,Female   ,Single,93,85+        ,5,Haifa,9,General,1,General - General,9,General,2,Medium
689,Male    ,Married,60,55-64      ,5,Haifa,9,General,1,General - General,9,General,2,Medium
690,Male    ,Married,60,55-64      ,5,Haifa,9,General,1,General - General,9,General,3,High
691,Female   ,Single,72,65-74      ,5,Haifa,9,General,1,General - General,9,General,2,Medium
692,Female   ,Single,74,65-74      ,5,Haifa,9,General,1,General - General,9,General,1,Low
693,Female   ,Single,77,75-84      ,5,Haifa,9,General,1,General - General,9,General,1,Low
694,Female   ,Single,74,65-74      ,5,Haifa,9,General,1,General - General,9,General,3,High
695,Female   ,Single,69,65-74      ,5,Haifa,9,General,1,General - General,9,General,2,Medium
696,Male    ,Married,72,65-74      ,5,Haifa,9,General,1,General - General,9,General,2,Medium
697,Female   ,Single,65,65-74      ,5,Haifa,9,General,1,General - General,9,General,2,Medium
698,Male    ,Married,69,65-74      ,5,Haifa,9,General,1,General - General,9,General,2,Medium
699,Female   ,Single,74,65-74      ,5,Haifa,9,General,1,General - General,9,General,1,Low
700,Male    ,Married,61,55-64      ,5,Haifa,9,General,1,General - General,9,General,2,Medium
701,Female   ,Single,82,75-84      ,5,Haifa,9,General,1,General - General,9,General,1,Low
702,Female   ,Married,61,55-64      ,5,Haifa,9,General,2,General- Religious,9,General,1,Low
703,Male    ,Married,59,55-64      ,5,Haifa,9,General,1,General - General,9,General,1,Low
704,Female   ,Single,71,65-74      ,5,Haifa,9,General,1,General - General,9,General,3,High
705,Male    ,Married,72,65-74      ,5,Haifa,9,General,1,General - General,9,General,1,Low
706,Female   ,Single,84,75-84      ,5,Haifa,9,General,1,General - General,9,General,2,Medium
707,Female   ,Single,58,55-64      ,5,Haifa,9,General,1,General - General,9,General,3,High
708,Female   ,Single,58,55-64      ,5,Haifa,9,General,1,General - General,9,General,3,High
709,Male    ,Married,68,65-74      ,5,Haifa,9,General,1,General - General,9,General,2,Medium
710,Male    ,Married,62,55-64      ,5,Haifa,9,General,1,General - General,9,General,2,Medium
711,Male    ,Married,58,55-64      ,5,Haifa,9,General,2,General- Religious,9,General,1,Low
712,Male    ,Married,69,65-74      ,5,Haifa,9,General,1,General - General,9,General,1,Low
713,Female   ,Single,54,45-54      ,5,Haifa,9,General,2,General- Religious,9,General,1,Low
714,Female   ,Married,72,65-74      ,5,Haifa,9,General,1,General - General,9,General,1,Low
715,Male    ,Married,65,65-74      ,5,Haifa,9,General,1,General - General,9,General,2,Medium
716,Male    ,Single,84,75-84      ,5,Haifa,9,General,1,General - General,9,General,2,Medium
717,Female   ,Single,80,75-84      ,5,Haifa,9,General,1,General - General,9,General,3,High
718,Female   ,Married,57,55-64      ,5,Haifa,1,Arab,2,Arab - Other,1,Arab,1,Low
719,Female   ,Single,58,55-64      ,5,Haifa,9,General,1,General - General,9,General,2,Medium
720,Female   ,Married,62,55-64      ,5,Haifa,9,General,1,General - General,9,General,1,Low
721,Male    ,Single,53,45-54      ,5,Haifa,9,General,1,General - General,9,General,2,Medium
722,Female   ,Married,52,45-54      ,5,Haifa,1,Arab,2,Arab - Other,1,Arab,1,Low
723,Female   ,Single,78,75-84      ,5,Haifa,9,General,1,General - General,9,General,2,Medium
724,Female   ,Married,53,45-54      ,5,Haifa,9,General,1,General - General,9,General,2,Medium
725,Female   ,Married,56,55-64      ,5,Haifa,9,General,1,General - General,9,General,1,Low
726,Female   ,Single,80,75-84      ,5,Haifa,9,General,1,General - General,9,General,1,Low
727,Male    ,Married,70,65-74      ,5,Haifa,9,General,1,General - General,9,General,2,Medium
728,Male    ,Married,39,35-44      ,5,Haifa,9,General,1,General - General,9,General,2,Medium
729,Male    ,Married,73,65-74      ,5,Haifa,9,General,1,General - General,9,General,1,Low
730,Female   ,Married,59,55-64      ,5,Haifa,9,General,1,General - General,9,General,1,Low
731,Female   ,Single,70,65-74      ,5,Haifa,9,General,2,General- Religious,9,General,1,Low
732,Female   ,Married,74,65-74      ,5,Haifa,9,General,1,General - General,9,General,1,Low
733,Female   ,Married,75,75-84      ,5,Haifa,9,General,1,General - General,9,General,2,Medium
734,Male    ,Married,58,55-64      ,5,Haifa,9,General,1,General - General,9,General,3,High
735,Male    ,Single,92,85+        ,5,Haifa,9,General,1,General - General,9,General,2,Medium
736,Female   ,Married,62,55-64      ,5,Haifa,3,Immigrants,5,Argentina,9,General,2,Medium
737,Male    ,Single,66,65-74      ,5,Haifa,9,General,1,General - General,9,General,3,High
738,Female   ,Single,57,55-64      ,5,Haifa,9,General,1,General - General,9,General,1,Low
739,Male    ,Married,70,65-74      ,5,Haifa,9,General,1,General - General,9,General,2,Medium
740,Female   ,Married,61,55-64      ,5,Haifa,9,General,1,General - General,9,General,1,Low
741,Female   ,Married,72,65-74      ,5,Haifa,9,General,1,General - General,9,General,2,Medium
742,Male    ,Married,70,65-74      ,5,Haifa,9,General,1,General - General,9,General,1,Low
743,Male    ,Married,73,65-74      ,5,Haifa,9,General,1,General - General,9,General,1,Low
744,Female   ,Single,86,85+        ,5,Haifa,9,General,1,General - General,9,General,2,Medium
745,Male    ,Married,64,55-64      ,5,Haifa,9,General,1,General - General,9,General,2,Medium
746,Female   ,Single,76,75-84      ,5,Haifa,9,General,1,General - General,9,General,1,Low
747,Male    ,Married,57,55-64      ,5,Haifa,9,General,1,General - General,9,General,1,Low
748,Male    ,Single,79,75-84      ,5,Haifa,9,General,1,General - General,9,General,1,Low
749,Male    ,Married,74,65-74      ,5,Haifa,9,General,1,General - General,9,General,1,Low
750,Female   ,Married,68,65-74      ,5,Haifa,1,Arab,2,Arab - Other,1,Arab,1,Low
751,Male    ,Married,63,55-64      ,5,Haifa,1,Arab,2,Arab - Other,1,Arab,1,Low
